Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity L_1312	LFQ intensity L_1313	LFQ intensity L_1326	LFQ intensity L_1331	LFQ intensity L_1488	LFQ intensity L_1492	LFQ intensity L_1503	LFQ intensity L_1506	LFQ intensity P_1311	LFQ intensity P_1315	LFQ intensity P_1316	LFQ intensity P_1317	LFQ intensity P_1323	LFQ intensity P_1497	LFQ intensity P_1501	LFQ intensity P_1502	LFQ intensity P_1505	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
XP_020925933.1	XP_020925933.1	LOW QUALITY PROTEIN: golgin subfamily B member 1 [Sus scrofa]	13	13	13	42945000	35384000	40528000	40890000	39874000	39465000	41728000	47212000	50634000	43563000	39730000	36993000	40861000	36489000	46004000	36474000	37794000	NA	NA	NA	GOLGB1	GOLGB1;NA;NA;NA;NA	ER to Golgi vesicle-mediated transport;regulation of transcription, DNA-templated;protein localization to pericentriolar material;Golgi organization	GO:000688; GO:000635; GO:190579; GO:000703	Golgi membrane;membrane;Golgi apparatus;cis-Golgi network	GO:000013; GO:001602; GO:000579; GO:000580	"NA"	"NA"	protein binding;transcription factor activity, sequence-specific DNA binding;RNA binding;sequence-specific DNA binding	GO:000551; GO:000370; GO:000372; GO:004356
XP_020926052.1;XP_020926051.1	XP_020926052.1;XP_020926051.1	mycophenolic acid acyl-glucuronide esterase, mitochondrial isoform X2 [Sus scrofa]; mycophenolic acid acyl-glucuronide esterase, mitochondrial isoform X1 [Sus scrofa]	6	6	6	56320000	51673000	43686000	38506000	40791000	45466000	40571000	44726000	49927000	47998000	44139000	46663000	54354000	39654000	44058000	44918000	36601000	NA	NA	NA	ABHD10	ABHD10;ABHD10;NA;NA;NA	glucuronoside catabolic process;cellular glucuronidation	GO:001939; GO:005269	mitochondrion;cytosol;mitochondrial matrix	GO:000573; GO:000582; GO:000575	"NA"	"NA"	hydrolase activity, hydrolyzing O-glycosyl compounds;mycophenolic acid acyl-glucuronide esterase activity	GO:000455; GO:010239
XP_020926223.1;XP_020926222.1;XP_020926221.1;XP_020926220.1	XP_020926223.1;XP_020926222.1;XP_020926221.1;XP_020926220.1	protein TFG isoform X4 [Sus scrofa]; protein TFG isoform X3 [Sus scrofa]; protein TFG isoform X2 [Sus scrofa]; protein TFG isoform X1 [Sus scrofa]	9	9	9	290890000	261240000	308190000	326110000	320970000	301250000	317390000	277150000	283370000	276890000	258800000	249010000	316040000	280900000	302390000	333010000	304430000	NA	NA	NA	TFG	TFG;TFG;TFG;TFG;NA	positive regulation of I-kappaB kinase/NF-kappaB signaling;ER to Golgi vesicle-mediated transport;COPII vesicle coating	GO:004312; GO:000688; GO:004820	Golgi membrane;endoplasmic reticulum exit site;cytoplasm;cytosol	GO:000013; GO:007097; GO:000573; GO:000582	 Thyroid cancer; Pathways in cancer	hsa0521; hsa0520	protein binding;identical protein binding	GO:000551; GO:004280
XP_020926311.1	XP_020926311.1	glutamine--tRNA ligase [Sus scrofa]	15	15	15	92513000	72821000	83394000	81315000	85443000	77246000	77533000	74819000	97951000	80197000	79628000	78150000	79617000	76714000	90526000	84465000	71233000	NA	NA	NA	QARS	QARS;NA;NA;NA;NA	glutaminyl-tRNA aminoacylation;negative regulation of stress-activated MAPK cascade;brain development;negative regulation of transcription, DNA-templated;negative regulation of apoptotic signaling pathway;tRNA aminoacylation for protein translation;negative regulation of protein kinase activity	GO:000642; GO:003287; GO:000742; GO:004589; GO:200123; GO:000641; GO:000646	cytosol;cytoplasm;macromolecular complex;mitochondrial matrix;aminoacyl-tRNA synthetase multienzyme complex	GO:000582; GO:000573; GO:003299; GO:000575; GO:001710	 Aminoacyl-tRNA biosynthesis; Metabolic pathways	hsa0097; hsa0110	glutamine-tRNA ligase activity;protein kinase binding;protein kinase inhibitor activity;ATP binding;protein binding	GO:000481; GO:001990; GO:000486; GO:000552; GO:000551
XP_020926319.1	XP_020926319.1	laminin subunit beta-2 [Sus scrofa]	3	3	3	0	5725500	0	0	0	0	0	0	0	13351000	7611600	0	9117300	7990800	0	0	8429200	NA	NA	NA	LAMB2	LAMB2;NA;NA;NA;NA	neuromuscular junction development;axon extension involved in regeneration;retina development in camera-type eye;metanephric glomerular basement membrane development;extracellular matrix organization;visual perception;cellular protein metabolic process;metanephric glomerular visceral epithelial cell development;axon guidance;cell adhesion;post-translational protein modification;astrocyte development;Schwann cell development	GO:000752; GO:004867; GO:006004; GO:007227; GO:003019; GO:000760; GO:004426; GO:007224; GO:000741; GO:000715; GO:004368; GO:001400; GO:001404	laminin-11 complex;extracellular exosome;endoplasmic reticulum lumen;laminin-3 complex;neuromuscular junction;synaptic cleft;extracellular region	GO:004326; GO:007006; GO:000578; GO:000560; GO:003159; GO:004308; GO:000557	 Small cell lung cancer; PI3K-Akt signaling pathway; Focal adhesion; Toxoplasmosis; Pathways in cancer	hsa0522; hsa0415; hsa0451; hsa0514; hsa0520	integrin binding;structural molecule activity;extracellular matrix structural constituent	GO:000517; GO:000519; GO:000520
XP_020926395.1;CON__P07224	XP_020926395.1	vitamin K-dependent protein S [Sus scrofa]	8	8	8	38313000	23769000	45778000	53249000	43157000	37429000	39141000	35531000	28584000	26176000	35970000	42038000	29253000	36452000	40699000	47137000	47149000	NA	NA	NA	PROS1	PROS1;NA;NA;NA;NA	ER to Golgi vesicle-mediated transport;platelet degranulation;regulation of complement activation;fibrinolysis;leukocyte migration;blood coagulation;negative regulation of endopeptidase activity	GO:000688; GO:000257; GO:003044; GO:004273; GO:005090; GO:000759; GO:001095	platelet alpha granule lumen;extracellular exosome;extracellular space;plasma membrane;extracellular region;blood microparticle;endoplasmic reticulum membrane;Golgi membrane;Golgi lumen	GO:003109; GO:007006; GO:000561; GO:000588; GO:000557; GO:007256; GO:000578; GO:000013; GO:000579	 Complement and coagulation cascades	hsa0461	calcium ion binding;endopeptidase inhibitor activity	GO:000550; GO:000486
XP_020926424.1	XP_020926424.1	bis(5-adenosyl)-triphosphatase isoform X4 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3619900	0	0	NA	NA	NA	FHIT	FHIT;NA;NA;NA;NA	intrinsic apoptotic signaling pathway by p53 class mediator;purine nucleotide metabolic process;negative regulation of proteasomal ubiquitin-dependent protein catabolic process;nucleotide metabolic process	GO:007233; GO:000616; GO:003243; GO:000911	plasma membrane;cytoplasm;fibrillar center;cytosol	GO:000588; GO:000573; GO:000165; GO:000582	 Purine metabolism; Small cell lung cancer	hsa0023; hsa0522	bis(5'-adenosyl)-triphosphatase activity;catalytic activity;ubiquitin protein ligase binding;identical protein binding;protein binding;hydrolase activity;nucleotide binding	GO:004771; GO:000382; GO:003162; GO:004280; GO:000551; GO:001678; GO:000016
XP_020926442.1	XP_020926442.1	1,4-alpha-glucan-branching enzyme [Sus scrofa]	36	36	36	2467300000	2070300000	2289100000	2506700000	2116800000	2127300000	2835600000	2236100000	2312900000	2274000000	2149100000	1895100000	2211800000	2440600000	2558600000	2578500000	2132400000	NA	NA	NA	GBE1	GBE1;NA;NA;NA;NA	glycogen biosynthetic process;generation of precursor metabolites and energy;carbohydrate metabolic process	GO:000597; GO:000609; GO:000597	extracellular exosome;cytosol	GO:007006; GO:000582	 Starch and sucrose metabolism; Metabolic pathways	hsa0050; hsa0110	1,4-alpha-glucan branching enzyme activity;hydrolase activity, hydrolyzing O-glycosyl compounds;cation binding;protein binding	GO:000384; GO:000455; GO:004316; GO:000551
XP_020926468.1;XP_020926465.1;XP_020926464.1;XP_020926463.1;XP_020926462.1;XP_020926461.1;XP_020926460.1;XP_020926459.1;XP_020926458.1;XP_020926457.1;XP_020926456.1;XP_020926455.1;XP_020926454.1;XP_020926453.1;XP_020926452.1;XP_020926451.1;XP_020926450.1;XP_020926449.1;XP_020926448.1;XP_020926447.1;XP_020926446.1;XP_020926445.1;XP_020926444.1;XP_020926471.1;XP_020926470.1;XP_020926469.1;XP_020926467.1;XP_020926466.1;XP_005669764.2	XP_020926468.1;XP_020926465.1;XP_020926464.1;XP_020926463.1;XP_020926462.1;XP_020926461.1;XP_020926460.1;XP_020926459.1;XP_020926458.1;XP_020926457.1;XP_020926456.1;XP_020926455.1;XP_020926454.1;XP_020926453.1;XP_020926452.1;XP_020926451.1;XP_020926450.1;XP_020926449.1;XP_020926448.1;XP_020926447.1;XP_020926446.1;XP_020926445.1;XP_020926444.1;XP_020926471.1;XP_020926470.1;XP_020926469.1;XP_020926467.1;XP_020926466.1;XP_005669764.2	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 isoform X25 [Sus scrofa]; membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 isoform X22 [Sus scrofa]; membrane-associated guanylate kinase, WW and PDZ	2	2	2	0	12322000	13577000	16405000	12712000	14824000	11639000	13291000	12725000	0	13664000	0	12979000	15215000	13844000	0	13287000	NA	NA	NA	MAGI1	MAGI1;MAGI1;MAGI1;MAGI1;MAGI1	cell surface receptor signaling pathway;macromolecular complex assembly;signal transduction;cell adhesion	GO:000716; GO:006500; GO:000716; GO:000715	adherens junction;cell junction;bicellular tight junction;cell projection;plasma membrane;cell-cell junction;cytoplasm;nucleoplasm	GO:000591; GO:003005; GO:000592; GO:004299; GO:000588; GO:000591; GO:000573; GO:000565	 Rap1 signaling pathway; Tight junction	hsa0401; hsa0453	protein C-terminus binding;alpha-actinin binding;ATP binding;protein complex scaffold;protein binding	GO:000802; GO:005139; GO:000552; GO:003294; GO:000551
XP_020926473.1	XP_020926473.1	LOW QUALITY PROTEIN: hamartin [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2757200	0	0	0	0	NA	NA	NA	TSC1	TSC1;NA;NA;NA;NA	negative regulation of cell proliferation;negative regulation of macroautophagy;regulation of phosphoprotein phosphatase activity;regulation of protein kinase activity;synapse organization;protein heterooligomerization;positive regulation of focal adhesion assembly;positive regulation of macroautophagy;cerebral cortex development;memory T cell differentiation;negative regulation of oxidative stress-induced neuron death;kidney development;regulation of translation;negative regulation of translation;hippocampus development;negative regulation of ATPase activity;negative regulation of cell size;glucose import;regulation of stress fiber assembly;cardiac muscle cell differentiation;protein stabilization;rRNA export from nucleus;cell-matrix adhesion;adult locomotory behavior;negative regulation of neuron projection development;myelination;negative regulation of insulin receptor signaling pathway;cellular response to oxygen-glucose deprivation;neural tube closure;regulation of cell cycle;regulation of cell-matrix adhesion;negative regulation of TOR signaling;negative regulation of GTPase activity;regulation of neuron death;adaptive immune response;potassium ion transport;cell projection organization;response to insulin;activation of GTPase activity	GO:000828; GO:001624; GO:004366; GO:004585; GO:005080; GO:005129; GO:005189; GO:001623; GO:002198; GO:004337; GO:190320; GO:000182; GO:000641; GO:001714; GO:002176; GO:003278; GO:004579; GO:004632; GO:005149; GO:005500; GO:005082; GO:000640; GO:000716; GO:000834; GO:001097; GO:004255; GO:004662; GO:009065; GO:000184; GO:005172; GO:000195; GO:003200; GO:003426; GO:190121; GO:000225; GO:000681; GO:003003; GO:003286; GO:009063	growth cone;cytoplasm;chaperone complex;lipid particle;TSC1-TSC2 complex;perinuclear region of cytoplasm;plasma membrane;nucleus;lamellipodium;cytosol;cell cortex;postsynaptic density;membrane;macromolecular complex	GO:003042; GO:000573; GO:010103; GO:000581; GO:003359; GO:004847; GO:000588; GO:000563; GO:003002; GO:000582; GO:000593; GO:001406; GO:001602; GO:003299	 AMPK signaling pathway; Choline metabolism in cancer; mTOR signaling pathway; Insulin signaling pathway	hsa0415; hsa0523; hsa0415; hsa0491	GTPase activating protein binding;ATPase inhibitor activity;protein N-terminus binding;Hsp70 protein binding;protein binding;Hsp90 protein binding;chaperone binding	GO:003279; GO:004203; GO:004748; GO:003054; GO:000551; GO:005187; GO:005108
XP_020926604.1	XP_020926604.1	LOW QUALITY PROTEIN: trifunctional purine biosynthetic protein adenosine-3 [Sus scrofa]	28	28	28	159730000	138130000	150290000	123110000	117690000	96925000	121730000	127090000	169910000	176830000	156240000	144090000	168890000	158840000	156680000	132820000	122370000	NA	NA	NA	GART	GART;NA;NA;NA;NA	brainstem development;response to inorganic substance;adenine biosynthetic process;glycine metabolic process;cerebral cortex development;purine ribonucleoside monophosphate biosynthetic process;cerebellum development;'de novo' IMP biosynthetic process;purine nucleotide biosynthetic process;tetrahydrofolate biosynthetic process	GO:000336; GO:001003; GO:004608; GO:000654; GO:002198; GO:000916; GO:002154; GO:000618; GO:000616; GO:004665	extracellular exosome;cytosol	GO:007006; GO:000582	 One carbon pool by folate; Biosynthesis of antibiotics; Purine metabolism; Metabolic pathways	hsa0067; hsa0113; hsa0023; hsa0110	phosphoribosylformylglycinamidine cyclo-ligase activity;ATP binding;phosphoribosylamine-glycine ligase activity;metal ion binding;phosphoribosylglycinamide formyltransferase activity	GO:000464; GO:000552; GO:000463; GO:004687; GO:000464
XP_020926605.1	XP_020926605.1	LOW QUALITY PROTEIN: intersectin-1 [Sus scrofa]	3	3	3	11072000	0	9247400	10746000	8383300	8425500	0	10775000	0	0	5601800	11633000	8124400	9287300	12017000	0	10230000	NA	NA	NA	ITSN1	ITSN1;NA;NA;NA;NA	cellular protein localization;regulation of small GTPase mediated signal transduction;positive regulation of protein kinase B signaling;small GTPase mediated signal transduction;regulation of Rho protein signal transduction;membrane organization;viral process;positive regulation of kinase activity;negative regulation of neuron apoptotic process;ephrin receptor signaling pathway;G-protein coupled receptor signaling pathway;positive regulation of apoptotic process;synaptic vesicle endocytosis	GO:003461; GO:005105; GO:005189; GO:000726; GO:003502; GO:006102; GO:001603; GO:003367; GO:004352; GO:004801; GO:000718; GO:004306; GO:004848	plasma membrane;endocytic vesicle;clathrin-coated pit;cytosol;cell junction;presynaptic endocytic zone;calyx of Held;nuclear envelope;lamellipodium	GO:000588; GO:003013; GO:000590; GO:000582; GO:003005; GO:009883; GO:004430; GO:000563; GO:003002	"NA"	"NA"	Rho guanyl-nucleotide exchange factor activity;kinase activator activity;guanyl-nucleotide exchange factor activity;protein complex scaffold;proline-rich region binding;protein binding;calcium ion binding	GO:000508; GO:001920; GO:000508; GO:003294; GO:007006; GO:000551; GO:000550
XP_020926619.1;XP_020926618.1	XP_020926619.1;XP_020926618.1	LOW QUALITY PROTEIN: carbonyl reductase [NADPH] 1-like [Sus scrofa]; carbonyl reductase [NADPH] 1-like [Sus scrofa]	19	19	7	1692300000	312220000	1562800000	696470000	338360000	375680000	333860000	275920000	330130000	745600000	213940000	572710000	1266200000	222900000	225030000	271780000	193330000	NA	NA	NA	LOC110256480	LOC110256481;LOC110256480;NA;NA;NA	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
XP_020926620.1	XP_020926620.1	carbonyl reductase [NADPH] 1-like [Sus scrofa]	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3921800	0	0	0	0	NA	NA	NA	LOC110256483	LOC110256483;NA;NA;NA;NA	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
XP_020926701.1	XP_020926701.1	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial isoform X2 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18652000	NA	NA	NA	NDUFV3	NDUFV3;NA;NA;NA;NA	mitochondrial electron transport, NADH to ubiquinone;mitochondrial respiratory chain complex I assembly;mitochondrial ATP synthesis coupled electron transport	GO:000612; GO:003298; GO:004277	mitochondrial respiratory chain complex I;mitochondrial inner membrane;mitochondrion;nucleoplasm	GO:000574; GO:000574; GO:000573; GO:000565	 Metabolic pathways; Huntington's disease; Oxidative phosphorylation; Non-alcoholic fatty liver disease (NAFLD)	hsa0110; hsa0501; hsa0019; hsa0493	protein binding;RNA binding;NADH dehydrogenase (ubiquinone) activity	GO:000551; GO:000372; GO:000813
XP_020926706.1;XP_020926705.1;XP_020926704.1	XP_020926706.1;XP_020926705.1;XP_020926704.1	cystathionine beta-synthase isoform X2 [Sus scrofa]; cystathionine beta-synthase isoform X2 [Sus scrofa]; cystathionine beta-synthase isoform X1 [Sus scrofa]	17	17	17	230290000	262660000	199390000	225240000	205900000	198820000	201600000	245940000	256460000	192080000	241270000	291580000	211810000	248270000	252570000	245450000	203010000	NA	NA	NA	CBS	CBS;CBS;CBS;NA;NA	cysteine biosynthetic process from serine;cysteine biosynthetic process;homocysteine metabolic process;L-serine metabolic process;DNA protection;hydrogen sulfide biosynthetic process;homocysteine catabolic process;oxidation-reduction process;L-cysteine catabolic process	GO:000653; GO:001934; GO:005066; GO:000656; GO:004226; GO:007081; GO:004341; GO:005511; GO:001944	nucleus;cytosol;cytoplasm	GO:000563; GO:000582; GO:000573	 Cysteine and methionine metabolism; Biosynthesis of antibiotics; Metabolic pathways; Biosynthesis of amino acids; Glycine, serine and threonine metabolism	hsa0027; hsa0113; hsa0110; hsa0123; hsa0026	heme binding;pyridoxal phosphate binding;nitrite reductase (NO-forming) activity;nitric oxide binding;cystathionine beta-synthase activity;oxygen binding;protein homodimerization activity;S-adenosyl-L-methionine binding;modified amino acid binding;ubiquitin protein ligase binding;metal ion binding;protein binding;enzyme binding	GO:002003; GO:003017; GO:005042; GO:007002; GO:000412; GO:001982; GO:004280; GO:190404; GO:007234; GO:003162; GO:004687; GO:000551; GO:001989
XP_020926708.1;XP_020926707.1;XP_003127103.1;XP_013853797.1;XP_013853796.1;XP_020952877.1;XP_020952876.1	XP_020926708.1;XP_020926707.1;XP_003127103.1	splicing factor U2AF 35 kDa subunit isoform X2 [Sus scrofa]; splicing factor U2AF 35 kDa subunit isoform X1 [Sus scrofa]; splicing factor U2AF 26 kDa subunit isoform X4 [Sus scrofa]	4	4	4	13557000	9853600	13841000	0	0	11287000	12525000	13208000	10100000	13215000	11048000	10713000	12539000	0	11316000	0	11066000	NA	NA	NA	U2AF1	U2AF1;U2AF1;U2AF1L4;NA;NA	mRNA processing;mRNA splicing, via spliceosome;RNA export from nucleus;RNA splicing;mRNA 3'-end processing	GO:000639; GO:000039; GO:000640; GO:000838; GO:003112	Cajal body;spliceosomal complex;nuclear speck;catalytic step 2 spliceosome;U2AF;nucleoplasm	GO:001503; GO:000568; GO:001660; GO:007101; GO:008970; GO:000565	 Spliceosome; Shigellosis	hsa0304; hsa0513	protein binding;RS domain binding;RNA binding;pre-mRNA 3'-splice site binding;metal ion binding	GO:000551; GO:005073; GO:000372; GO:003062; GO:004687
XP_020926755.1;XP_020926754.1;XP_020926753.1	XP_020926755.1;XP_020926754.1;XP_020926753.1	collagen alpha-1(VI) chain [Sus scrofa]; collagen alpha-1(VI) chain [Sus scrofa]; collagen alpha-1(VI) chain [Sus scrofa]	27	27	27	152440000	223080000	362860000	791390000	552550000	510490000	451080000	394920000	377420000	867630000	325410000	691850000	540820000	215900000	263430000	511050000	677050000	NA	NA	NA	LOC100623720	LOC100623720;LOC100623720;LOC100623720;NA;NA	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
XP_020926783.1;XP_020926778.1;XP_020926771.1	XP_020926783.1;XP_020926778.1;XP_020926771.1	surfeit locus protein 1 isoform X3 [Sus scrofa]; surfeit locus protein 1 isoform X2 [Sus scrofa]; surfeit locus protein 1 isoform X1 [Sus scrofa]	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	9251600	0	0	0	0	NA	NA	NA	LOC110256505	LOC110256505;LOC110256505;LOC110256505;NA;NA	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
XP_020926787.1	XP_020926787.1	surfeit locus protein 4 [Sus scrofa]	4	4	4	52971000	70598000	57028000	66718000	63001000	71622000	64420000	58569000	56997000	70836000	65285000	66506000	60707000	64186000	64912000	61568000	66895000	NA	NA	NA	SURF4	SURF4;NA;NA;NA;NA	neutrophil degranulation;Golgi organization;retrograde vesicle-mediated transport, Golgi to ER;positive regulation of organelle organization;protein exit from endoplasmic reticulum;early endosome to Golgi transport	GO:004331; GO:000703; GO:000689; GO:001063; GO:003252; GO:003449	endoplasmic reticulum membrane;plasma membrane;azurophil granule membrane;cytosol;Golgi membrane;integral component of membrane;transport vesicle;endoplasmic reticulum-Golgi intermediate compartment membrane;endoplasmic reticulum-Golgi intermediate compartment	GO:000578; GO:000588; GO:003557; GO:000582; GO:000013; GO:001602; GO:003013; GO:003311; GO:000579	"NA"	"NA"	protein binding	GO:000551
XP_020926795.1;XP_003125024.2	XP_020926795.1;XP_003125024.2	60S ribosomal protein L7a [Sus scrofa]; 60S ribosomal protein L7a [Sus scrofa]	13	13	13	640650000	618560000	648050000	641570000	664040000	657590000	641180000	637520000	668750000	586390000	616080000	582840000	607070000	612230000	689860000	589070000	564470000	NA	NA	NA	RPL7A	RPL7A;LOC100525692;NA;NA;NA	maturation of LSU-rRNA;translation;viral transcription;SRP-dependent cotranslational protein targeting to membrane;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:000047; GO:000641; GO:001908; GO:000661; GO:000018	cytoplasm;membrane;nucleus;cytosol;focal adhesion;cytosolic large ribosomal subunit;polysomal ribosome;nucleolus	GO:000573; GO:001602; GO:000563; GO:000582; GO:000592; GO:002262; GO:004278; GO:000573	 Ribosome	hsa0301	RNA binding;cadherin binding;structural constituent of ribosome;protein binding	GO:000372; GO:004529; GO:000373; GO:000551
XP_020926901.1;XP_020926899.1;XP_020926898.1;XP_020926897.1;XP_003358742.1;XP_020926902.1;XP_003132601.1;XP_005670074.1	XP_020926901.1;XP_020926899.1;XP_020926898.1;XP_020926897.1;XP_003358742.1;XP_020926902.1;XP_003132601.1;XP_005670074.1	fragile X mental retardation syndrome-related protein 1 isoform X6 [Sus scrofa]; fragile X mental retardation syndrome-related protein 1 isoform X5 [Sus scrofa]; fragile X mental retardation syndrome-related protein 1 isoform X2 [Sus scrofa]; fragile X me	8	8	7	21128000	26949000	20088000	23937000	30395000	23277000	25969000	26519000	21186000	21838000	19150000	24608000	27083000	26214000	23830000	21716000	18262000	NA	NA	NA	FXR1	FXR1;FXR1;FXR1;FXR1;FXR1	apoptotic process;muscle organ development;cell differentiation;positive regulation of gene silencing by miRNA;negative regulation of translation;positive regulation of translation;regulation of mRNA stability	GO:000691; GO:000751; GO:003015; GO:200063; GO:001714; GO:004572; GO:004348	cytoplasm;dendritic spine;nucleolus;cytoplasmic ribonucleoprotein granule;polysome;costamere;membrane;ribonucleoprotein granule;perinuclear region of cytoplasm;glutamatergic synapse;nucleus;cytosol;postsynaptic density;axon;neuronal cell body	GO:000573; GO:004319; GO:000573; GO:003646; GO:000584; GO:004303; GO:001602; GO:003577; GO:004847; GO:009897; GO:000563; GO:000582; GO:001406; GO:003042; GO:004302	 RNA transport	hsa0301	translation regulator activity;protein heterodimerization activity;mRNA binding;mRNA 3'-UTR binding;protein binding;protein homodimerization activity;RNA strand annealing activity	GO:004518; GO:004698; GO:000372; GO:000373; GO:000551; GO:004280; GO:003359
XP_020926910.1;XP_020926909.1;XP_020926908.1;XP_020926907.1;XP_020926906.1;XP_020926905.1	XP_020926910.1;XP_020926909.1;XP_020926908.1;XP_020926907.1;XP_020926906.1;XP_020926905.1	lipoma-preferred partner [Sus scrofa]; lipoma-preferred partner [Sus scrofa]; lipoma-preferred partner [Sus scrofa]; lipoma-preferred partner [Sus scrofa]; lipoma-preferred partner [Sus scrofa]; lipoma-preferred partner [Sus scrofa]	15	15	15	150440000	124780000	169880000	154500000	128630000	139280000	118660000	112450000	134040000	157420000	153240000	148590000	136600000	128680000	118200000	112540000	125380000	NA	NA	NA	LPP	LPP;LPP;LPP;LPP;LPP	cell adhesion;biological_process	GO:000715; GO:000815	plasma membrane;focal adhesion;cytosol;nucleus	GO:000588; GO:000592; GO:000582; GO:000563	"NA"	"NA"	metal ion binding;protein binding	GO:004687; GO:000551
XP_020926912.1	XP_020926912.1	uridine 5-monophosphate synthase [Sus scrofa]	13	13	13	212300000	218390000	177950000	181570000	180120000	183640000	184450000	199970000	170680000	166080000	169780000	164260000	160100000	159460000	169420000	192240000	162760000	NA	NA	NA	UMPS	UMPS;NA;NA;NA;NA	UMP biosynthetic process;pyrimidine nucleoside biosynthetic process;female pregnancy;'de novo' UMP biosynthetic process;'de novo' pyrimidine nucleobase biosynthetic process;cellular response to drug;lactation	GO:000622; GO:004613; GO:000756; GO:004420; GO:000620; GO:003569; GO:000759	nucleus;cytosol;cytoplasm	GO:000563; GO:000582; GO:000573	 Drug metabolism - other enzymes; Metabolic pathways; Pyrimidine metabolism	hsa0098; hsa0110; hsa0024	orotate phosphoribosyltransferase activity;orotidine-5'-phosphate decarboxylase activity	GO:000458; GO:000459
XP_020926968.1	XP_020926968.1	mitochondrial import receptor subunit TOM70 [Sus scrofa]	20	20	20	177260000	233780000	203520000	186900000	198760000	204490000	185550000	196930000	186540000	223810000	218410000	210670000	233670000	215850000	187470000	186920000	191120000	NA	NA	NA	TOMM70	TOMM70;NA;NA;NA;NA	protein targeting to mitochondrion;protein transmembrane transport;macroautophagy	GO:000662; GO:007180; GO:001623	integral component of membrane;mitochondrial outer membrane;membrane;extracellular exosome;mitochondrion	GO:001602; GO:000574; GO:001602; GO:007006; GO:000573	"NA"	"NA"	protein binding;protein transmembrane transporter activity	GO:000551; GO:000832
XP_020927098.1	XP_020927098.1	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial [Sus scrofa]	11	11	11	135090000	161870000	124930000	126310000	143430000	153500000	123110000	145440000	132380000	132230000	127580000	129060000	133890000	141370000	124680000	92888000	133140000	NA	NA	NA	OXSM	OXSM;NA;NA;NA;NA	fatty acid biosynthetic process;medium-chain fatty acid biosynthetic process;acyl-CoA metabolic process	GO:000663; GO:005179; GO:000663	mitochondrion;cytosol	GO:000573; GO:000582	 Biotin metabolism; Metabolic pathways; Fatty acid metabolism; Fatty acid biosynthesis	hsa0078; hsa0110; hsa0121; hsa0006	3-oxoacyl-[acyl-carrier-protein	GO:000431
XP_020927101.1;XP_020927100.1;XP_020927099.1	XP_020927101.1;XP_020927100.1;XP_020927099.1	GA-binding protein alpha chain isoform X2 [Sus scrofa]; GA-binding protein alpha chain isoform X1 [Sus scrofa]; GA-binding protein alpha chain isoform X1 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	GABPA	GABPA;GABPA;GABPA;NA;NA	positive regulation of transcription from RNA polymerase II promoter;cellular response to dopamine;regulation of transcription from RNA polymerase II promoter;negative regulation of transcription from RNA polymerase II promoter;cell differentiation;blastocyst formation;mitochondrion organization;negative regulation of megakaryocyte differentiation;transcription from RNA polymerase II promoter;positive regulation of gene expression	GO:004594; GO:190335; GO:000635; GO:000012; GO:003015; GO:000182; GO:000700; GO:004565; GO:000636; GO:001062	nuclear chromatin;nucleoplasm;nucleus	GO:000079; GO:000565; GO:000563	"NA"	"NA"	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding;DNA binding;activating transcription factor binding;transcription regulatory region DNA binding;RNA polymerase II transcription factor activity, sequence-specific DNA binding;transcription coactivator activity;transcription factor activity, sequence-specific DNA binding;protein binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;chromatin binding;protein heterodimerization activity	GO:000122; GO:000367; GO:003361; GO:004421; GO:000098; GO:000371; GO:000370; GO:000551; GO:000097; GO:000368; GO:004698
